"""emp_no"",""dept_no"",""from_date"",""to_date"""
"15755,""d005"",""1988-08-06"",""9999-01-01"""
"15756,""d007"",""1998-03-31"",""9999-01-01"""
"15757,""d005"",""1991-08-01"",""9999-01-01"""
"15758,""d009"",""1994-11-05"",""9999-01-01"""
"15759,""d001"",""1990-12-05"",""9999-01-01"""
"15760,""d007"",""1999-04-11"",""9999-01-01"""
"15761,""d007"",""1997-04-07"",""9999-01-01"""
"15762,""d002"",""1991-02-05"",""1997-12-19"""
"15763,""d001"",""1993-08-03"",""2001-11-18"""
"15763,""d007"",""2001-11-18"",""9999-01-01"""
"15764,""d009"",""1988-03-12"",""9999-01-01"""
"15765,""d005"",""1989-02-15"",""9999-01-01"""
"15766,""d005"",""1986-11-14"",""1989-06-28"""
"15767,""d004"",""1985-06-08"",""9999-01-01"""
"15768,""d004"",""1999-04-06"",""9999-01-01"""
"15769,""d001"",""1999-06-20"",""9999-01-01"""
"15770,""d004"",""1995-02-25"",""1998-05-23"""
"15771,""d004"",""1992-01-28"",""1993-08-12"""
"15771,""d006"",""1993-08-12"",""9999-01-01"""
"15772,""d002"",""1997-05-11"",""9999-01-01"""
"15773,""d002"",""1988-02-10"",""9999-01-01"""
"15774,""d004"",""1998-03-13"",""9999-01-01"""
"15775,""d001"",""1989-11-17"",""9999-01-01"""
"15776,""d007"",""1996-10-31"",""9999-01-01"""
"15777,""d005"",""1986-09-29"",""1997-03-05"""
"15778,""d003"",""1989-09-27"",""9999-01-01"""
"15779,""d006"",""1996-01-17"",""9999-01-01"""
"15780,""d004"",""1990-03-05"",""9999-01-01"""
"15780,""d005"",""1987-04-02"",""1990-03-05"""
"15781,""d002"",""1995-07-09"",""9999-01-01"""
"15782,""d007"",""1991-12-18"",""9999-01-01"""
"15783,""d007"",""1997-02-11"",""9999-01-01"""
"15784,""d001"",""1987-10-31"",""9999-01-01"""
"15785,""d009"",""1992-01-26"",""1993-11-25"""
"15786,""d006"",""1998-09-16"",""9999-01-01"""
"15787,""d006"",""1995-06-19"",""1998-01-19"""
"15788,""d004"",""1990-03-13"",""9999-01-01"""
"15789,""d001"",""2000-01-30"",""9999-01-01"""
"15790,""d007"",""1997-12-19"",""9999-01-01"""
"15791,""d004"",""1988-04-23"",""2001-05-04"""
"15791,""d009"",""2001-05-04"",""9999-01-01"""
"15792,""d005"",""1993-02-24"",""9999-01-01"""
"15793,""d001"",""1996-03-24"",""9999-01-01"""
"15794,""d006"",""1987-02-28"",""9999-01-01"""
"15795,""d004"",""1991-03-19"",""9999-01-01"""
"15796,""d004"",""1998-10-02"",""2001-02-21"""
"15797,""d004"",""1991-04-24"",""9999-01-01"""
"15798,""d006"",""1994-03-02"",""9999-01-01"""
"15799,""d007"",""1988-05-07"",""9999-01-01"""
"15800,""d004"",""1986-01-07"",""9999-01-01"""
"15801,""d005"",""1998-09-13"",""2000-02-02"""
"15801,""d008"",""2000-02-02"",""9999-01-01"""
"15802,""d002"",""1985-04-08"",""9999-01-01"""
"15803,""d004"",""1999-08-25"",""9999-01-01"""
"15804,""d002"",""1996-10-24"",""1999-12-07"""
"15805,""d007"",""1990-05-20"",""9999-01-01"""
"15806,""d006"",""1988-06-17"",""9999-01-01"""
"15807,""d006"",""1995-06-09"",""9999-01-01"""
"15808,""d007"",""1988-06-04"",""9999-01-01"""
"15809,""d002"",""1988-06-07"",""9999-01-01"""
"15810,""d004"",""1997-03-07"",""9999-01-01"""
"15810,""d005"",""1986-08-26"",""1997-03-07"""
"15811,""d002"",""1992-05-20"",""9999-01-01"""
"15812,""d007"",""1993-05-11"",""9999-01-01"""
"15813,""d007"",""1997-06-01"",""1997-07-16"""
"15814,""d005"",""1990-03-27"",""9999-01-01"""
"15815,""d005"",""1990-05-25"",""9999-01-01"""
"15816,""d005"",""1989-08-08"",""1996-08-27"""
"15817,""d005"",""1990-12-04"",""9999-01-01"""
"15818,""d005"",""1987-08-06"",""9999-01-01"""
"15819,""d001"",""1999-07-14"",""9999-01-01"""
"15819,""d007"",""1993-08-16"",""1999-07-14"""
"15820,""d005"",""1998-07-18"",""9999-01-01"""
"15821,""d005"",""1988-06-09"",""9999-01-01"""
"15822,""d005"",""1999-09-24"",""9999-01-01"""
"15823,""d009"",""1994-10-29"",""9999-01-01"""
"15824,""d004"",""1988-02-14"",""9999-01-01"""
"15825,""d004"",""1996-10-30"",""2001-09-25"""
"15826,""d006"",""1997-01-29"",""9999-01-01"""
"15827,""d004"",""1991-03-14"",""9999-01-01"""
"15828,""d006"",""1990-08-22"",""2000-03-18"""
"15829,""d004"",""1997-04-24"",""9999-01-01"""
"15829,""d005"",""1994-01-22"",""1997-04-24"""
"15830,""d002"",""1997-03-13"",""9999-01-01"""
"15831,""d005"",""1986-03-20"",""9999-01-01"""
"15832,""d003"",""1997-11-30"",""9999-01-01"""
"15833,""d005"",""1985-12-16"",""9999-01-01"""
"15834,""d003"",""1986-06-14"",""9999-01-01"""
"15835,""d005"",""1996-02-21"",""2001-07-22"""
"15836,""d007"",""1985-12-05"",""9999-01-01"""
"15837,""d007"",""1995-09-27"",""1998-07-09"""
"15837,""d009"",""1998-07-09"",""9999-01-01"""
"15838,""d007"",""1992-06-15"",""9999-01-01"""
"15839,""d007"",""1991-08-27"",""2002-02-16"""
"15840,""d007"",""1997-05-07"",""9999-01-01"""
"15841,""d005"",""1994-05-19"",""9999-01-01"""
"15842,""d004"",""1991-03-16"",""2000-01-09"""
"15843,""d009"",""1989-06-08"",""9999-01-01"""
"15844,""d005"",""1997-08-13"",""9999-01-01"""
"15845,""d005"",""1994-02-06"",""2001-11-03"""
"15845,""d008"",""2001-11-03"",""9999-01-01"""
"15846,""d004"",""1989-03-23"",""9999-01-01"""
"15847,""d008"",""1995-09-10"",""9999-01-01"""
"15848,""d005"",""1999-02-17"",""9999-01-01"""
"15849,""d004"",""1996-01-22"",""9999-01-01"""
"15850,""d004"",""1996-03-05"",""2001-07-25"""
"15851,""d004"",""1993-04-16"",""9999-01-01"""
"15852,""d004"",""1988-06-01"",""9999-01-01"""
"15853,""d002"",""1992-08-27"",""9999-01-01"""
"15854,""d005"",""1992-06-07"",""1996-09-25"""
"15855,""d004"",""1992-08-21"",""9999-01-01"""
"15855,""d009"",""1991-07-28"",""1992-08-21"""
"15856,""d003"",""1987-09-01"",""9999-01-01"""
"15857,""d007"",""1989-03-05"",""9999-01-01"""
"15858,""d003"",""1989-03-04"",""9999-01-01"""
"15859,""d001"",""1998-01-19"",""9999-01-01"""
"15860,""d005"",""1985-04-06"",""2002-06-11"""
"15861,""d001"",""1988-12-19"",""9999-01-01"""
"15862,""d005"",""1995-05-05"",""9999-01-01"""
"15863,""d009"",""1998-10-11"",""9999-01-01"""
"15864,""d006"",""1999-03-13"",""9999-01-01"""
"15865,""d004"",""1991-01-30"",""9999-01-01"""
"15866,""d004"",""1987-03-19"",""9999-01-01"""
"15866,""d006"",""1986-10-03"",""1987-03-19"""
"15867,""d005"",""1989-08-16"",""9999-01-01"""
"15868,""d005"",""1988-05-13"",""1995-11-08"""
"15869,""d004"",""1994-01-21"",""9999-01-01"""
"15870,""d008"",""1992-02-25"",""9999-01-01"""
"15871,""d005"",""1993-09-21"",""9999-01-01"""
"15872,""d004"",""1993-10-09"",""2001-01-01"""
"15873,""d007"",""1994-07-19"",""9999-01-01"""
"15874,""d004"",""1989-10-10"",""9999-01-01"""
"15875,""d007"",""1995-12-29"",""2001-10-27"""
"15875,""d009"",""2001-10-27"",""9999-01-01"""
"15876,""d005"",""1985-08-02"",""9999-01-01"""
"15877,""d004"",""1999-08-10"",""9999-01-01"""
"15878,""d007"",""1990-06-29"",""1991-09-02"""
"15879,""d005"",""1988-12-22"",""1989-06-29"""
"15880,""d004"",""1996-12-02"",""9999-01-01"""
"15881,""d004"",""1986-09-27"",""9999-01-01"""
"15882,""d001"",""1994-11-09"",""9999-01-01"""
"15883,""d005"",""1985-04-02"",""9999-01-01"""
"15884,""d009"",""1996-10-17"",""9999-01-01"""
"15885,""d004"",""2000-10-29"",""9999-01-01"""
"15885,""d005"",""1996-04-02"",""2000-10-29"""
"15886,""d004"",""1986-12-09"",""1993-10-17"""
"15887,""d005"",""1990-05-03"",""9999-01-01"""
"15888,""d002"",""1987-08-07"",""9999-01-01"""
"15889,""d005"",""1986-02-03"",""9999-01-01"""
"15890,""d003"",""1996-11-21"",""9999-01-01"""
"15891,""d004"",""1991-03-18"",""2001-11-03"""
"15892,""d004"",""1986-09-20"",""9999-01-01"""
"15893,""d004"",""2002-01-14"",""9999-01-01"""
"15893,""d005"",""2000-01-08"",""2002-01-14"""
"15894,""d005"",""1992-06-03"",""9999-01-01"""
"15895,""d002"",""1999-09-13"",""9999-01-01"""
"15896,""d007"",""1987-09-15"",""9999-01-01"""
"15897,""d005"",""1996-01-07"",""9999-01-01"""
"15898,""d001"",""1996-04-25"",""9999-01-01"""
"15899,""d005"",""1991-06-12"",""9999-01-01"""
"15900,""d002"",""1998-06-08"",""1999-02-02"""
"15901,""d004"",""1987-09-23"",""1988-03-04"""
"15901,""d006"",""1988-03-04"",""9999-01-01"""
"15902,""d008"",""1988-03-23"",""9999-01-01"""
"15903,""d005"",""1995-06-24"",""1997-02-19"""
"15904,""d007"",""1987-04-28"",""9999-01-01"""
"15905,""d004"",""1988-02-12"",""9999-01-01"""
"15906,""d004"",""1998-08-24"",""1999-05-14"""
"15907,""d009"",""1996-06-15"",""9999-01-01"""
"15908,""d006"",""1993-07-10"",""9999-01-01"""
"15909,""d005"",""1990-11-03"",""9999-01-01"""
"15910,""d009"",""1996-11-29"",""9999-01-01"""
"15911,""d004"",""1991-01-13"",""1993-12-20"""
"15911,""d009"",""1993-12-20"",""9999-01-01"""
"15912,""d007"",""1988-06-07"",""1998-05-18"""
"15913,""d005"",""1986-04-21"",""9999-01-01"""
"15914,""d009"",""1997-08-07"",""9999-01-01"""
"15915,""d009"",""1987-03-22"",""9999-01-01"""
"15916,""d006"",""1998-07-12"",""9999-01-01"""
"15917,""d005"",""1986-03-12"",""9999-01-01"""
"15918,""d007"",""1991-05-18"",""9999-01-01"""
"15919,""d005"",""1990-05-30"",""1992-12-23"""
"15920,""d005"",""1988-10-04"",""1993-03-26"""
"15921,""d001"",""2001-11-22"",""9999-01-01"""
"15921,""d007"",""1997-01-19"",""2001-11-22"""
"15922,""d007"",""1996-10-14"",""9999-01-01"""
"15923,""d006"",""1987-04-26"",""1999-11-22"""
"15924,""d004"",""1991-03-29"",""9999-01-01"""
"15925,""d007"",""1990-06-24"",""9999-01-01"""
"15926,""d005"",""1998-11-10"",""9999-01-01"""
"15927,""d004"",""1994-04-22"",""9999-01-01"""
"15928,""d005"",""1986-01-05"",""9999-01-01"""
"15929,""d001"",""1999-09-03"",""2001-01-31"""
"15930,""d004"",""1993-09-24"",""9999-01-01"""
"15931,""d005"",""1989-06-10"",""9999-01-01"""
"15932,""d001"",""2002-01-15"",""9999-01-01"""
"15932,""d007"",""1998-12-11"",""2002-01-15"""
"15933,""d009"",""1989-06-16"",""9999-01-01"""
"15934,""d004"",""1995-08-20"",""9999-01-01"""
"15935,""d004"",""1988-01-23"",""1990-11-23"""
"15936,""d001"",""1996-09-01"",""9999-01-01"""
"15937,""d002"",""1989-04-09"",""9999-01-01"""
"15938,""d007"",""1988-10-16"",""9999-01-01"""
"15939,""d004"",""1999-12-22"",""2001-03-29"""
"15940,""d004"",""1999-08-30"",""9999-01-01"""
"15941,""d005"",""1996-04-27"",""9999-01-01"""
"15942,""d004"",""1986-09-09"",""9999-01-01"""
"15943,""d004"",""1997-02-05"",""2000-12-16"""
"15943,""d006"",""2000-12-16"",""9999-01-01"""
"15944,""d008"",""1997-01-27"",""9999-01-01"""
"15945,""d004"",""1993-11-16"",""9999-01-01"""
"15946,""d004"",""1995-03-06"",""1997-12-03"""
"15947,""d004"",""1988-11-24"",""9999-01-01"""
"15948,""d005"",""1986-01-14"",""9999-01-01"""
"15949,""d005"",""1997-07-31"",""9999-01-01"""
"15950,""d009"",""1993-08-16"",""9999-01-01"""
"15951,""d006"",""1999-02-19"",""9999-01-01"""
"15952,""d004"",""1999-05-06"",""9999-01-01"""
"15952,""d009"",""1998-06-22"",""1999-05-06"""
"15953,""d007"",""1990-11-04"",""9999-01-01"""
"15954,""d006"",""1985-02-28"",""1993-07-04"""
"15955,""d004"",""1986-03-31"",""9999-01-01"""
"15956,""d001"",""1985-05-03"",""9999-01-01"""
"15957,""d004"",""1998-07-01"",""9999-01-01"""
"15958,""d007"",""1992-08-04"",""1996-04-26"""
"15959,""d008"",""1996-01-27"",""9999-01-01"""
"15960,""d005"",""1991-04-24"",""9999-01-01"""
"15961,""d004"",""1999-08-25"",""9999-01-01"""
"15961,""d005"",""1996-07-03"",""1999-08-25"""
"15962,""d008"",""1996-03-11"",""9999-01-01"""
"15963,""d003"",""1999-11-22"",""9999-01-01"""
"15964,""d008"",""1997-10-20"",""1999-07-25"""
"15965,""d002"",""1993-11-11"",""9999-01-01"""
"15966,""d005"",""1997-12-21"",""9999-01-01"""
"15967,""d007"",""1997-05-04"",""9999-01-01"""
"15968,""d005"",""1992-11-07"",""9999-01-01"""
"15969,""d007"",""1991-09-27"",""9999-01-01"""
"15970,""d005"",""1995-07-13"",""1998-10-14"""
"15970,""d006"",""1994-06-15"",""1995-07-13"""
"15971,""d005"",""1988-05-03"",""9999-01-01"""
"15972,""d004"",""1999-04-10"",""9999-01-01"""
"15973,""d004"",""1993-09-09"",""9999-01-01"""
"15974,""d001"",""1996-02-21"",""9999-01-01"""
"15975,""d004"",""1985-03-15"",""9999-01-01"""
"15976,""d009"",""1985-12-25"",""2002-07-02"""
"15977,""d008"",""1994-11-03"",""9999-01-01"""
"15978,""d004"",""1997-09-07"",""9999-01-01"""
"15978,""d006"",""1997-02-25"",""1997-09-07"""
"15979,""d004"",""1990-10-26"",""1992-02-23"""
"15980,""d007"",""1992-10-21"",""9999-01-01"""
"15981,""d005"",""1997-02-10"",""1997-04-10"""
"15982,""d005"",""1992-07-05"",""1994-04-10"""
"15983,""d008"",""1996-03-18"",""1998-04-08"""
"15984,""d006"",""1990-10-04"",""9999-01-01"""
"15985,""d002"",""1996-12-14"",""9999-01-01"""
"15986,""d002"",""1998-07-10"",""9999-01-01"""
"15987,""d007"",""1995-11-14"",""9999-01-01"""
"15988,""d008"",""1992-09-22"",""9999-01-01"""
"15989,""d004"",""1991-07-09"",""1997-09-05"""
"15989,""d006"",""1997-09-05"",""9999-01-01"""
"15990,""d004"",""1988-09-15"",""1997-04-26"""
"15991,""d005"",""1991-11-11"",""9999-01-01"""
"15992,""d005"",""1989-01-19"",""9999-01-01"""
"15993,""d005"",""1988-11-19"",""9999-01-01"""
"15994,""d005"",""1998-05-03"",""9999-01-01"""
"15995,""d006"",""1988-03-25"",""9999-01-01"""
"15996,""d009"",""1993-05-19"",""9999-01-01"""
"15997,""d005"",""1997-10-04"",""9999-01-01"""
"15998,""d003"",""1995-07-21"",""9999-01-01"""
"15999,""d004"",""1990-02-06"",""1991-10-23"""
"15999,""d006"",""1991-10-23"",""1992-07-27"""
"16000,""d004"",""1996-05-05"",""9999-01-01"""
"16001,""d007"",""1997-01-26"",""9999-01-01"""
"16002,""d005"",""1985-06-16"",""9999-01-01"""
"16003,""d005"",""1987-08-19"",""9999-01-01"""
"16004,""d001"",""1993-06-12"",""1996-07-22"""
"16005,""d007"",""1990-12-19"",""9999-01-01"""
"16006,""d007"",""1996-03-25"",""9999-01-01"""
"16007,""d005"",""1988-04-15"",""9999-01-01"""
"16008,""d004"",""1993-07-08"",""9999-01-01"""
"16009,""d004"",""1990-01-26"",""9999-01-01"""
"16010,""d005"",""1987-08-28"",""1990-01-16"""
"16010,""d008"",""1990-01-16"",""9999-01-01"""
"16011,""d009"",""1986-12-04"",""9999-01-01"""
"16012,""d001"",""1985-08-13"",""1986-08-04"""
"16013,""d001"",""1995-04-01"",""9999-01-01"""
"16014,""d007"",""1987-10-15"",""1987-12-10"""
"16015,""d004"",""1991-09-28"",""9999-01-01"""
"16016,""d008"",""1990-04-04"",""9999-01-01"""
"16017,""d002"",""1985-10-04"",""9999-01-01"""
"16018,""d004"",""1987-10-06"",""9999-01-01"""
"16019,""d005"",""1985-08-01"",""1986-10-12"""
"16019,""d008"",""1986-10-12"",""9999-01-01"""
"16020,""d001"",""1990-01-04"",""9999-01-01"""
"16021,""d005"",""1994-05-21"",""9999-01-01"""
"16022,""d005"",""1992-11-06"",""9999-01-01"""
"16023,""d005"",""1985-12-01"",""1998-09-15"""
"16024,""d005"",""1985-05-02"",""9999-01-01"""
"16025,""d005"",""1988-03-05"",""9999-01-01"""
"16026,""d005"",""1989-11-20"",""9999-01-01"""
"16027,""d005"",""1988-06-29"",""9999-01-01"""
"16028,""d004"",""1988-08-12"",""9999-01-01"""
"16029,""d004"",""1994-04-02"",""1994-11-17"""
"16029,""d009"",""1994-11-17"",""9999-01-01"""
"16030,""d001"",""1997-03-29"",""9999-01-01"""
"16031,""d007"",""1993-12-17"",""9999-01-01"""
"16032,""d004"",""1997-11-18"",""2001-09-08"""
"16033,""d002"",""1986-09-09"",""9999-01-01"""
"16034,""d007"",""1998-03-30"",""9999-01-01"""
"16035,""d005"",""1993-08-14"",""9999-01-01"""
"16036,""d007"",""1996-08-20"",""1999-08-16"""
"16037,""d004"",""1991-07-20"",""1999-06-26"""
"16038,""d009"",""1997-11-01"",""9999-01-01"""
"16039,""d004"",""1990-01-31"",""1993-07-30"""
"16039,""d009"",""1993-07-30"",""9999-01-01"""
"16040,""d004"",""1987-07-17"",""9999-01-01"""
"16041,""d004"",""1998-11-21"",""9999-01-01"""
"16042,""d001"",""1989-11-04"",""1991-06-19"""
"16043,""d004"",""1995-11-27"",""1999-01-02"""
"16044,""d009"",""1985-07-11"",""9999-01-01"""
"16045,""d004"",""1997-03-06"",""9999-01-01"""
"16046,""d005"",""1988-11-04"",""9999-01-01"""
"16047,""d006"",""1998-01-09"",""9999-01-01"""
"16048,""d002"",""1994-12-13"",""9999-01-01"""
"16049,""d007"",""1992-05-31"",""9999-01-01"""
"16050,""d001"",""1996-02-03"",""1999-12-14"""
"16050,""d009"",""1999-12-14"",""2001-08-30"""
"16051,""d007"",""1993-07-24"",""9999-01-01"""
"16052,""d005"",""1991-01-27"",""9999-01-01"""
"16053,""d005"",""1996-03-30"",""9999-01-01"""
"16054,""d005"",""1988-05-23"",""9999-01-01"""
"16055,""d004"",""1987-08-09"",""9999-01-01"""
"16056,""d005"",""1998-01-10"",""9999-01-01"""
"16057,""d004"",""1989-08-06"",""9999-01-01"""
"16058,""d001"",""1992-01-07"",""1995-09-14"""
"16059,""d004"",""1986-07-19"",""9999-01-01"""
"16060,""d008"",""1993-11-11"",""9999-01-01"""
"16061,""d004"",""1985-07-12"",""1994-02-23"""
"16061,""d009"",""1994-02-23"",""9999-01-01"""
"16062,""d007"",""1986-01-25"",""9999-01-01"""
"16063,""d008"",""1996-01-22"",""9999-01-01"""
"16064,""d006"",""1988-01-21"",""9999-01-01"""
"16065,""d003"",""1987-08-28"",""9999-01-01"""
"16066,""d007"",""1985-09-16"",""9999-01-01"""
"16067,""d004"",""1990-11-26"",""2001-07-08"""
"16068,""d002"",""1987-12-18"",""9999-01-01"""
"16069,""d006"",""1992-12-21"",""9999-01-01"""
"16070,""d004"",""2002-02-10"",""9999-01-01"""
"16070,""d005"",""1995-10-14"",""2002-02-10"""
"16071,""d007"",""1989-09-17"",""9999-01-01"""
"16072,""d009"",""1993-06-04"",""1995-04-29"""
"16073,""d005"",""1990-10-23"",""9999-01-01"""
"16074,""d005"",""1999-03-08"",""9999-01-01"""
"16075,""d005"",""1991-04-15"",""9999-01-01"""
"16076,""d005"",""1997-08-06"",""9999-01-01"""
"16077,""d005"",""1987-07-02"",""9999-01-01"""
"16078,""d006"",""1997-03-04"",""1997-06-22"""
"16079,""d005"",""1990-02-20"",""1995-06-30"""
"16079,""d008"",""1995-06-30"",""9999-01-01"""
"16080,""d005"",""1992-08-07"",""9999-01-01"""
"16081,""d005"",""1989-07-13"",""9999-01-01"""
"16082,""d005"",""1995-09-22"",""9999-01-01"""
"16083,""d002"",""1997-10-19"",""9999-01-01"""
"16084,""d005"",""1985-04-11"",""1992-12-04"""
"16085,""d004"",""1996-02-26"",""9999-01-01"""
"16086,""d005"",""1987-04-27"",""9999-01-01"""
"16087,""d004"",""1992-09-06"",""9999-01-01"""
"16087,""d005"",""1987-11-22"",""1992-09-06"""
"16088,""d004"",""1991-09-08"",""9999-01-01"""
"16089,""d004"",""1995-10-27"",""1999-09-12"""
"16090,""d008"",""1992-06-22"",""1999-01-17"""
"16091,""d005"",""1987-01-10"",""9999-01-01"""
"16092,""d003"",""1988-07-09"",""9999-01-01"""
"16093,""d004"",""1999-06-15"",""9999-01-01"""
"16094,""d005"",""1993-07-18"",""9999-01-01"""
"16095,""d004"",""1995-06-20"",""9999-01-01"""
"16096,""d004"",""1990-08-11"",""1995-04-25"""
"16096,""d006"",""1995-04-25"",""9999-01-01"""
"16097,""d005"",""1992-03-23"",""1999-02-01"""
"16098,""d004"",""1985-09-30"",""9999-01-01"""
"16099,""d003"",""1990-10-23"",""9999-01-01"""
"16100,""d002"",""1986-03-31"",""9999-01-01"""
"16101,""d009"",""1989-06-03"",""9999-01-01"""
"16102,""d006"",""1991-08-21"",""9999-01-01"""
"16103,""d005"",""1995-01-18"",""9999-01-01"""
"16104,""d005"",""1985-10-21"",""1991-11-06"""
"16104,""d008"",""1991-11-06"",""9999-01-01"""
"16105,""d007"",""1985-12-31"",""1996-05-08"""
"16106,""d005"",""1995-06-02"",""9999-01-01"""
"16107,""d007"",""1985-03-30"",""9999-01-01"""
"16108,""d003"",""1989-05-23"",""9999-01-01"""
"16109,""d005"",""1993-08-29"",""9999-01-01"""
"16110,""d005"",""1992-08-04"",""9999-01-01"""
"16111,""d004"",""1990-03-16"",""9999-01-01"""
"16112,""d007"",""1995-12-17"",""1997-04-23"""
"16112,""d009"",""1997-04-23"",""9999-01-01"""
"16113,""d007"",""1988-07-30"",""2001-03-17"""
"16114,""d004"",""1998-04-25"",""9999-01-01"""
"16115,""d007"",""1985-11-14"",""9999-01-01"""
"16116,""d004"",""1999-05-08"",""9999-01-01"""
"16117,""d007"",""1992-06-21"",""9999-01-01"""
"16118,""d009"",""1994-11-19"",""9999-01-01"""
"16119,""d004"",""1999-08-05"",""9999-01-01"""
"16120,""d001"",""1996-03-02"",""9999-01-01"""
"16121,""d009"",""1999-04-25"",""2001-07-28"""
"16122,""d005"",""1989-06-12"",""2002-03-07"""
"16122,""d008"",""2002-03-07"",""9999-01-01"""
"16123,""d005"",""1994-01-17"",""1998-02-20"""
"16124,""d005"",""1991-05-12"",""9999-01-01"""
"16125,""d005"",""1989-11-12"",""9999-01-01"""
"16126,""d009"",""1997-10-10"",""9999-01-01"""
"16127,""d004"",""1999-05-19"",""9999-01-01"""
"16128,""d005"",""1994-07-13"",""9999-01-01"""
"16129,""d001"",""1986-02-15"",""9999-01-01"""
"16130,""d005"",""1993-07-26"",""9999-01-01"""
"16131,""d005"",""1998-01-12"",""1998-05-17"""
"16132,""d005"",""2002-02-03"",""9999-01-01"""
"16132,""d006"",""1993-10-21"",""2002-02-03"""
"16133,""d004"",""1992-12-18"",""9999-01-01"""
"16134,""d005"",""1990-03-12"",""9999-01-01"""
"16135,""d005"",""1989-11-06"",""9999-01-01"""
"16136,""d005"",""1994-02-06"",""9999-01-01"""
"16137,""d003"",""1994-07-02"",""9999-01-01"""
"16138,""d001"",""1988-05-05"",""9999-01-01"""
"16139,""d004"",""1996-03-14"",""2000-08-13"""
"16140,""d002"",""1993-03-04"",""9999-01-01"""
"16141,""d004"",""1988-02-27"",""9999-01-01"""
"16142,""d004"",""2000-02-18"",""9999-01-01"""
"16142,""d008"",""1998-03-13"",""2000-02-18"""
"16143,""d004"",""1990-06-19"",""9999-01-01"""
"16144,""d008"",""1991-09-18"",""9999-01-01"""
"16145,""d008"",""1995-01-17"",""9999-01-01"""
"16146,""d005"",""1989-02-19"",""1998-05-11"""
"16147,""d008"",""1998-06-10"",""9999-01-01"""
"16148,""d004"",""1998-02-02"",""9999-01-01"""
"16149,""d007"",""1990-12-27"",""9999-01-01"""
"16150,""d007"",""1993-01-07"",""9999-01-01"""
"16151,""d004"",""1996-05-13"",""1998-03-05"""
"16152,""d001"",""1989-01-09"",""9999-01-01"""
